Manufacturer,Model,Engine size,Fuel type,Year of manufacture,Mileage,Price
Toyota,Yaris,1.4,Hybrid,2011,147724,7825
Ford,Mondeo,1.8,Diesel,2009,89024,13204
Ford,Mondeo,1.8,Hybrid,1997,209209,2559
VW,Passat,1.8,Petrol,1999,208733,2585
Ford,Fiesta,1.4,Petrol,1993,147473,1699
Ford,Mondeo,1.8,Hybrid,2009,138755,10359
Ford,Mondeo,1.4,Diesel,2002,115797,5997
Ford,Mondeo,2.0,Diesel,2019,41622,37017
Toyota,Prius,1.8,Hybrid,1991,225001,1559
VW,Golf,2.0,Petrol,1997,131969,3658
VW,Passat,1.4,Petrol,2014,30879,23789
Ford,Mondeo,1.4,Diesel,1994,147756,2734
Toyota,RAV4,2.0,Hybrid,2015,81853,30730
Ford,Mondeo,1.4,Diesel,2011,13927,21269
VW,Golf,1.2,Petrol,2018,35908,22406
Toyota,Yaris,1.2,Hybrid,1991,221161,1014
Ford,Mondeo,1.4,Diesel,2004,90297,8269
VW,Passat,1.4,Diesel,2000,98539,6305
Toyota,Yaris,1.2,Petrol,2013,47793,14207
Ford,Mondeo,1.4,Diesel,2010,55875,15560
Toyota,RAV4,2.4,Hybrid,2015,24692,48236
VW,Golf,1.4,Petrol,2018,40131,23602
Toyota,RAV4,2.4,Hybrid,2005,102002,14965
BMW,M5,4.4,Petrol,2001,211771,8547
VW,Golf,1.4,Diesel,2015,47295,19425
VW,Polo,1.0,Petrol,2018,25234,18328
Toyota,Prius,1.8,Hybrid,1994,71268,6574
Toyota,Yaris,1.0,Hybrid,1995,206183,1382
BMW,M5,4.4,Petrol,2005,105484,26840
Ford,Focus,1.4,Petrol,2006,116052,7511
Toyota,Prius,1.8,Hybrid,1995,243383,1722
Ford,Mondeo,1.6,Diesel,1990,298119,581
Toyota,Prius,1.8,Hybrid,2016,48823,32943
Ford,Fiesta,1.2,Petrol,1994,231767,809
Ford,Fiesta,1.4,Petrol,1994,63342,3382
Ford,Focus,1.4,Petrol,2020,14754,37085
Ford,Mondeo,1.6,Diesel,2015,42787,25181
Ford,Focus,1.4,Petrol,2007,128144,7313
VW,Polo,1.6,Petrol,2002,116599,4335
Porsche,718 Cayman,2.4,Petrol,2008,57734,22603
Toyota,RAV4,2.2,Petrol,1993,88950,5895
VW,Passat,2.0,Petrol,1996,181685,2827
Toyota,Prius,1.8,Hybrid,1999,96421,7698
BMW,X3,3.0,Diesel,2008,73384,20784
Toyota,RAV4,2.0,Hybrid,2011,87938,22555
Toyota,Prius,1.0,Hybrid,2015,48899,22960
VW,Polo,1.6,Petrol,2004,151898,3744
VW,Golf,1.4,Petrol,2003,154162,3817
Ford,Mondeo,2.0,Diesel,2004,82779,10420
BMW,Z4,2.2,Petrol,1994,208004,2173
BMW,M5,4.0,Petrol,2010,108515,34918
BMW,X3,2.0,Diesel,1998,126499,5912
Ford,Focus,1.4,Petrol,2019,20236,33674
Ford,Fiesta,1.0,Petrol,2006,56319,6658
BMW,M5,4.0,Petrol,2019,21129,112716
VW,Passat,1.4,Diesel,2017,34560,29863
Ford,Mondeo,1.8,Diesel,1999,172031,3536
Porsche,718 Cayman,2.0,Petrol,2018,30962,47305
Ford,Mondeo,1.6,Diesel,1989,275880,671
BMW,Z4,2.4,Petrol,1997,161979,4125
VW,Golf,1.6,Diesel,2011,14591,19206
VW,Polo,1.4,Petrol,1990,192860,973
Ford,Mondeo,1.4,Diesel,2011,89890,13224
Ford,Focus,1.6,Petrol,1993,274465,854
Ford,Fiesta,1.2,Petrol,2015,34004,15230
BMW,X3,2.4,Diesel,1990,243236,1393
Ford,Fiesta,1.0,Petrol,2011,115683,6127
VW,Golf,1.8,Diesel,2002,141522,4712
Ford,Mondeo,1.8,Diesel,1995,199118,2143
Ford,Focus,1.4,Petrol,2001,33550,9405
Ford,Focus,2.0,Petrol,2002,111015,7143
Toyota,Prius,1.0,Hybrid,2018,32433,30957
Ford,Fiesta,1.2,Petrol,2004,199166,2112
Toyota,RAV4,2.2,Hybrid,1999,189898,4719
VW,Golf,1.4,Petrol,1998,51684,5796
VW,Polo,1.4,Petrol,2014,40793,15172
Ford,Focus,1.0,Diesel,1993,158441,1998
VW,Passat,1.4,Diesel,2009,46244,16333
Toyota,Prius,1.8,Hybrid,1985,151717,1972
VW,Golf,1.8,Hybrid,2015,81276,20149
Ford,Mondeo,1.4,Diesel,1990,208142,1250
VW,Passat,1.6,Diesel,2005,84017,10435
VW,Passat,1.8,Diesel,1993,176169,2417
VW,Golf,1.8,Hybrid,2002,239485,2303
VW,Polo,1.2,Petrol,2017,55487,15667
Porsche,Cayenne,2.6,Petrol,2014,71262,38028
Toyota,Prius,1.4,Hybrid,2008,70838,14787
Ford,Mondeo,2.0,Diesel,1991,251605,1076
Toyota,Prius,1.0,Hybrid,2002,103902,6635
Ford,Fiesta,1.4,Petrol,2007,69865,7708
Ford,Focus,1.0,Petrol,2020,12674,31692
Ford,Fiesta,1.4,Petrol,2018,36505,19800
Ford,Mondeo,2.0,Diesel,2017,30373,34615
Ford,Mondeo,1.8,Diesel,2008,119166,9887
Ford,Mondeo,1.6,Petrol,2015,32910,25430
Toyota,Prius,1.8,Hybrid,2003,108498,9196
Ford,Focus,2.0,Petrol,2005,78653,11016
VW,Golf,1.4,Petrol,1999,112427,4066
Ford,Mondeo,1.4,Hybrid,2015,47584,26142
VW,Polo,1.2,Petrol,2004,107672,4588
Porsche,Cayenne,3.5,Diesel,2007,159743,14864
VW,Passat,1.4,Diesel,2004,143428,5828
Toyota,RAV4,2.0,Hybrid,1994,245758,1953
Ford,Focus,1.8,Petrol,2006,179713,5076
VW,Golf,1.8,Petrol,2001,68242,7213
VW,Golf,1.8,Diesel,2011,26676,19058
Ford,Mondeo,1.4,Diesel,1994,149452,2697
VW,Passat,2.0,Diesel,2017,44070,33723
Ford,Fiesta,1.2,Petrol,2016,57042,14140
VW,Golf,1.8,Petrol,2012,78320,14030
Toyota,RAV4,1.8,Hybrid,2004,123936,10272
Ford,Mondeo,1.4,Diesel,2019,32590,32670
VW,Golf,1.8,Diesel,2008,91359,10299
Toyota,RAV4,2.2,Hybrid,2021,11680,73963
Ford,Fiesta,1.2,Petrol,2010,46233,10142
BMW,Z4,2.4,Petrol,1998,55213,9751
BMW,M5,4.4,Petrol,2007,65983,40462
VW,Golf,1.4,Diesel,2009,58036,12171
Toyota,RAV4,2.0,Hybrid,2020,26939,60679
Ford,Mondeo,1.8,Diesel,2002,164577,4599
Ford,Fiesta,1.2,Petrol,2002,169573,2386
BMW,Z4,2.4,Petrol,2001,106624,8349
Porsche,718 Cayman,4.0,Petrol,2002,139840,10775
Ford,Focus,1.4,Diesel,1993,199248,1667
Ford,Mondeo,1.6,Diesel,2008,80679,12347
Porsche,Cayenne,3.5,Petrol,2015,51657,53561
Ford,Mondeo,1.6,Hybrid,2019,23878,41948
Toyota,Prius,1.8,Hybrid,2018,54497,36328
Toyota,Prius,1.4,Hybrid,2004,144837,6530
BMW,Z4,2.2,Petrol,2000,108845,7355
Toyota,RAV4,2.4,Hybrid,2011,55015,30817
BMW,Z4,3.0,Petrol,1995,147034,4566
VW,Golf,1.8,Hybrid,1987,278018,592
Toyota,Prius,1.8,Hybrid,2016,26905,37519
BMW,X3,3.0,Petrol,2004,191245,6016
Ford,Mondeo,1.8,Diesel,2002,95749,7891
BMW,Z4,2.2,Petrol,1994,159061,3313
Toyota,RAV4,2.2,Hybrid,1988,348397,518
Toyota,RAV4,2.2,Hybrid,1992,258853,1588
VW,Golf,1.4,Petrol,1999,203459,1917
BMW,M5,4.4,Petrol,1990,199327,4583
Ford,Fiesta,1.2,Petrol,1995,235521,836
VW,Passat,1.8,Petrol,1993,221219,1549
VW,Polo,2.0,Petrol,1991,302277,454
Ford,Mondeo,1.4,Diesel,2005,116615,7279
Ford,Fiesta,1.4,Petrol,2000,143432,2800
Ford,Fiesta,1.4,Hybrid,2018,40485,23204
Toyota,Yaris,1.4,Hybrid,2004,57274,9521
VW,Passat,1.8,Diesel,1987,330434,391
VW,Polo,1.0,Petrol,2017,49485,14852
VW,Polo,1.2,Petrol,2010,106739,6893
Toyota,RAV4,2.4,Petrol,1984,347520,348
Ford,Fiesta,1.4,Petrol,2006,140259,4286
Ford,Fiesta,1.2,Petrol,1989,251634,483
Ford,Fiesta,1.4,Petrol,1991,276538,473
Toyota,Yaris,1.0,Petrol,1999,233158,1179
Ford,Fiesta,1.2,Petrol,2003,86752,4868
Ford,Focus,1.8,Petrol,2003,174083,4361
Ford,Fiesta,1.0,Petrol,1989,136080,1205
Toyota,RAV4,1.8,Hybrid,2003,116881,10146
BMW,X3,2.0,Diesel,2011,59408,22730
Ford,Fiesta,1.2,Petrol,1984,184822,631
Toyota,Prius,1.8,Hybrid,1998,177873,3769
VW,Passat,1.6,Petrol,2018,30969,33186
VW,Passat,1.8,Petrol,2013,72547,19440
Ford,Mondeo,1.8,Hybrid,2005,148712,7321
Ford,Fiesta,1.4,Petrol,2016,33869,17599
VW,Golf,1.6,Diesel,2008,83254,10281
VW,Golf,2.0,Diesel,2006,74143,10710
VW,Passat,1.8,Diesel,2007,68205,14086
VW,Passat,1.6,Diesel,2014,59530,22415
VW,Polo,1.4,Petrol,2000,181688,2088
Ford,Focus,1.4,Petrol,1992,146526,2323
VW,Polo,1.6,Petrol,1995,73949,3697
Toyota,Prius,1.8,Hybrid,2008,50763,19094
Toyota,Prius,1.0,Hybrid,2005,49077,11775
Ford,Fiesta,1.4,Diesel,2018,37223,20702
Toyota,Yaris,1.4,Hybrid,2004,56560,9565
Ford,Mondeo,2.0,Diesel,1997,140382,4237
Ford,Focus,1.0,Diesel,1999,168204,2747
Toyota,RAV4,1.8,Hybrid,2010,78527,21374
Toyota,Prius,1.8,Hybrid,2018,21051,44299
Toyota,RAV4,2.4,Hybrid,1997,176599,4837
Ford,Fiesta,1.2,Petrol,2001,163856,2343
VW,Passat,1.6,Diesel,2019,17208,40231
Porsche,718 Cayman,2.0,Petrol,1989,181981,2255
VW,Golf,1.6,Petrol,1990,139489,1932
Ford,Mondeo,2.0,Diesel,2013,69076,20845
BMW,Z4,2.0,Petrol,1989,205331,1520
Ford,Mondeo,1.4,Diesel,2011,50581,17197
Ford,Mondeo,1.6,Diesel,2008,99685,10786
Toyota,RAV4,2.2,Hybrid,2008,86877,19513
VW,Golf,1.4,Petrol,1998,144737,2954
Toyota,Prius,1.4,Hybrid,1991,334633,490
Toyota,Prius,1.4,Hybrid,2005,111462,9063
Ford,Fiesta,1.2,Petrol,2017,40902,16706
VW,Polo,1.6,Petrol,2009,54018,10712
Porsche,Cayenne,3.0,Petrol,2015,24507,58265
VW,Passat,1.4,Diesel,1994,179710,2211
Toyota,Yaris,1.2,Hybrid,2005,169072,4068
Toyota,Yaris,1.0,Petrol,1996,197734,1326
Ford,Focus,1.6,Diesel,2012,113610,12813
Toyota,RAV4,2.2,Hybrid,1997,140409,6253
VW,Golf,1.2,Petrol,2008,135235,5748
VW,Golf,1.4,Diesel,2012,96544,11425
VW,Passat,1.8,Diesel,2017,29141,34940
Ford,Focus,1.6,Diesel,2012,115883,12594
VW,Golf,1.2,Diesel,2016,55678,18241
VW,Passat,1.6,Diesel,1993,180752,2191
BMW,X3,2.4,Diesel,2003,123510,9252
Toyota,Prius,1.4,Hybrid,2001,130190,6009
Toyota,Yaris,1.0,Petrol,1996,168407,1707
Porsche,718 Cayman,2.0,Petrol,1996,155070,4512
Toyota,Yaris,1.0,Hybrid,2016,35686,20448
VW,Golf,1.4,Petrol,2007,48254,10789
Toyota,Yaris,1.0,Petrol,1990,110692,1816
Toyota,Yaris,1.4,Petrol,2015,39279,18464
BMW,Z4,2.0,Petrol,1996,184114,2919
Ford,Focus,2.0,Diesel,1986,307277,460
VW,Passat,1.8,Petrol,2019,30403,37749
Ford,Fiesta,1.2,Petrol,2007,117692,5062
VW,Passat,2.0,Diesel,2013,49468,24986
Ford,Fiesta,1.2,Petrol,2004,127420,3844
Toyota,Prius,1.0,Hybrid,1994,83233,4515
VW,Golf,1.8,Petrol,1995,153259,2558
Ford,Focus,1.8,Petrol,2017,47274,28540
Ford,Fiesta,1.2,Petrol,1994,152989,1607
VW,Passat,2.0,Diesel,2001,75205,9495
Toyota,Prius,1.0,Hybrid,2014,57209,20384
Toyota,Yaris,1.2,Petrol,2006,73705,7533
VW,Golf,1.4,Diesel,2001,72141,6508
VW,Polo,1.0,Petrol,1988,316087,230
VW,Golf,1.8,Petrol,2019,16260,32776
Toyota,Prius,1.4,Hybrid,2001,165126,4523
Toyota,Prius,1.0,Hybrid,2005,120308,7161
Toyota,RAV4,1.8,Petrol,2011,81850,18608
Ford,Fiesta,1.4,Petrol,1991,142306,1551
Toyota,RAV4,2.4,Hybrid,2012,97870,24596
Ford,Mondeo,1.6,Diesel,2003,93365,8090
Toyota,Prius,1.4,Hybrid,2002,116672,7133
VW,Polo,2.0,Petrol,2017,34434,23000
Ford,Focus,2.0,Petrol,2017,43861,30718
Ford,Fiesta,1.0,Petrol,1997,45789,3902
VW,Polo,1.4,Petrol,2009,126009,6014
VW,Golf,1.2,Petrol,2014,74140,13468
Ford,Mondeo,1.4,Diesel,1997,140833,3532
Ford,Focus,1.0,Petrol,2006,125186,5917
Ford,Focus,1.4,Petrol,2003,164657,4165
VW,Passat,2.0,Diesel,1999,141670,5062
Toyota,Yaris,1.0,Hybrid,1989,188523,1081
Porsche,Cayenne,3.5,Petrol,1993,124437,7396
VW,Golf,1.4,Petrol,2018,43502,23127
Toyota,Yaris,1.4,Hybrid,1998,118988,4128
BMW,Z4,2.0,Petrol,2005,108687,9799
Ford,Mondeo,2.0,Diesel,2010,73029,16620
VW,Polo,1.2,Petrol,2015,45322,14608
Toyota,Yaris,1.2,Petrol,2012,62702,12091
Ford,Fiesta,1.2,Petrol,2016,35516,16137
BMW,X3,3.0,Petrol,1992,170549,3229
VW,Golf,1.8,Diesel,2003,124245,5774
VW,Polo,1.6,Petrol,2012,76895,11256
Ford,Fiesta,1.2,Petrol,1996,141918,2010
VW,Passat,1.6,Diesel,2018,29715,35098
BMW,Z4,2.0,Petrol,1997,155680,3968
Porsche,911,3.5,Petrol,2005,76138,34903
Toyota,RAV4,2.2,Hybrid,2017,24771,52746
Ford,Focus,2.0,Diesel,2018,34451,36469
Toyota,Prius,1.0,Hybrid,2007,195968,4376
Toyota,RAV4,2.4,Petrol,1991,160682,3090
VW,Passat,1.4,Diesel,1992,274138,824
Ford,Fiesta,1.4,Petrol,2012,59151,11541
Ford,Fiesta,1.4,Petrol,2018,41093,19266
BMW,M5,4.0,Petrol,1998,153936,10974
Ford,Mondeo,1.8,Hybrid,1991,179811,2218
VW,Passat,1.8,Diesel,1999,190666,3183
Ford,Focus,1.6,Petrol,2017,19068,31708
BMW,M5,4.0,Petrol,2000,120867,16323
Toyota,Prius,1.8,Hybrid,2013,41311,28238
VW,Passat,1.8,Diesel,2018,17952,39758
Ford,Focus,1.6,Petrol,2009,115404,9856
BMW,M5,4.4,Petrol,2016,66179,73631
VW,Polo,2.0,Petrol,2019,17934,28849
Toyota,Prius,1.8,Hybrid,2012,34408,27522
BMW,X3,2.0,Diesel,1998,207504,2996
VW,Polo,1.6,Petrol,2010,75611,9937
BMW,M5,5.0,Petrol,2016,66406,78374
BMW,Z4,2.0,Petrol,2005,155568,6770
VW,Passat,1.8,Diesel,1993,237786,1400
Toyota,RAV4,2.4,Hybrid,2007,41705,25629
Ford,Mondeo,1.8,Diesel,2004,70020,10784
VW,Polo,1.4,Petrol,1991,221484,806
VW,Passat,1.6,Diesel,2009,106129,11616
Toyota,RAV4,2.2,Hybrid,1985,132685,2988
Ford,Focus,1.6,Petrol,2014,67056,19414
Ford,Mondeo,1.8,Diesel,1999,13357,10869
Toyota,RAV4,1.8,Petrol,2011,42165,24081
VW,Polo,2.0,Petrol,1992,273323,639
Toyota,Yaris,1.0,Petrol,2019,25341,22090
VW,Golf,1.4,Petrol,1995,153870,2244
Ford,Focus,1.6,Petrol,2011,52156,17497
Ford,Mondeo,1.4,Diesel,1997,118963,4194
VW,Polo,1.6,Petrol,2021,9792,30796
Ford,Mondeo,1.4,Diesel,1984,278457,439
BMW,M5,4.4,Petrol,2001,137530,16058
VW,Passat,1.6,Diesel,1989,153554,2110
Ford,Mondeo,1.4,Diesel,2002,131099,5327
VW,Polo,1.6,Petrol,1990,209198,900
Ford,Focus,2.0,Petrol,1998,169421,3426
BMW,X3,3.0,Diesel,1990,155568,3363
VW,Polo,1.0,Petrol,1992,247465,575
Ford,Mondeo,1.6,Diesel,2016,51320,25540
Ford,Focus,1.0,Diesel,2000,226617,1759
BMW,Z4,3.0,Petrol,2004,56835,16098
Toyota,Prius,1.8,Hybrid,1999,146285,5244
VW,Polo,1.0,Petrol,2015,52491,12756
Toyota,RAV4,2.4,Hybrid,2002,76632,14668
Ford,Fiesta,1.4,Petrol,2007,116919,5501
Toyota,Yaris,1.4,Hybrid,2000,144231,3866
VW,Passat,2.0,Diesel,1993,167513,2742
Toyota,Prius,1.0,Hybrid,1996,130848,3620
Toyota,Prius,1.4,Hybrid,1994,319116,696
VW,Golf,1.8,Diesel,2016,62944,21320
Toyota,Yaris,1.0,Hybrid,1995,242223,998
Ford,Focus,2.0,Petrol,1986,23528,4379
Toyota,RAV4,2.4,Hybrid,2016,45955,45508
Toyota,RAV4,2.0,Hybrid,1994,260035,1711
VW,Passat,1.4,Diesel,1992,130586,2901
Toyota,RAV4,2.0,Hybrid,2020,5922,67985
Ford,Fiesta,1.4,Petrol,1997,188618,1569
Toyota,Yaris,1.0,Hybrid,1994,242309,932
BMW,M5,4.4,Petrol,2015,64980,69428
VW,Passat,2.0,Petrol,1999,209255,2713
Ford,Fiesta,1.4,Petrol,2007,161660,3845
Ford,Focus,1.6,Diesel,1994,209048,1747
VW,Golf,1.4,Petrol,2021,13160,33583
VW,Golf,2.0,Petrol,1999,172920,2987
VW,Golf,1.2,Petrol,2013,26473,16953
VW,Passat,1.4,Petrol,1993,210813,1500
Ford,Fiesta,1.0,Petrol,2015,29038,14308
Ford,Focus,1.6,Petrol,1996,235004,1504
VW,Passat,1.4,Petrol,1994,198910,1782
VW,Passat,1.6,Diesel,2000,278954,1435
VW,Golf,1.6,Diesel,1988,177925,1291
BMW,X3,2.4,Diesel,1988,256240,1081
VW,Passat,1.6,Diesel,2008,72095,13831
Porsche,911,2.2,Petrol,2001,179057,9520
VW,Golf,1.8,Diesel,2014,70903,17702
Porsche,911,3.5,Petrol,2001,111197,20784
Toyota,RAV4,2.4,Hybrid,1995,159638,4884
VW,Polo,1.0,Petrol,1994,121445,1937
VW,Golf,2.0,Petrol,2002,90295,6983
VW,Passat,1.8,Petrol,2020,19575,42883
VW,Polo,1.6,Petrol,2012,75376,11373
Ford,Focus,1.6,Petrol,1997,169852,2856
Ford,Focus,2.0,Diesel,1991,214295,1526
VW,Passat,1.6,Diesel,2015,37792,27412
VW,Golf,1.2,Diesel,2012,103562,10048
Toyota,RAV4,1.8,Petrol,2017,34775,37540
BMW,X3,2.4,Diesel,2001,84244,10819
VW,Polo,1.6,Petrol,2004,130300,4454
Toyota,RAV4,2.2,Hybrid,1996,81355,9112
Ford,Focus,2.0,Petrol,1991,175779,2036
Ford,Focus,1.8,Petrol,2016,39600,27972
Ford,Mondeo,2.0,Diesel,2003,165715,5133
Ford,Mondeo,1.8,Diesel,1989,199616,1430
VW,Passat,1.4,Petrol,2016,58174,23017
VW,Passat,1.6,Diesel,2021,15195,46472
Ford,Fiesta,1.0,Diesel,2001,113202,3365
BMW,Z4,2.2,Petrol,2009,107238,13564
Toyota,Prius,1.8,Hybrid,2003,71224,11983
BMW,Z4,2.2,Petrol,2000,177200,4242
VW,Passat,2.0,Diesel,1992,85009,4870
VW,Golf,1.6,Diesel,1998,108757,4390
VW,Passat,1.8,Diesel,2005,98880,9954
Toyota,Yaris,1.0,Hybrid,1997,132733,2933
Toyota,Prius,1.8,Hybrid,2019,17705,48230
Ford,Focus,2.0,Petrol,2000,123872,5667
BMW,M5,5.0,Petrol,2013,46209,72978
Ford,Fiesta,1.4,Petrol,1994,140262,1925
VW,Polo,1.4,Petrol,1991,251465,613
Ford,Mondeo,1.4,Diesel,1995,166200,2509
Ford,Focus,2.0,Petrol,1998,109599,5530
Porsche,911,2.2,Petrol,2020,6451,114333
Toyota,Yaris,1.0,Petrol,1990,254464,532
Ford,Mondeo,1.6,Diesel,2001,121413,5745
Ford,Focus,1.6,Petrol,2006,90493,9695
Ford,Mondeo,1.6,Diesel,2020,12500,41747
Toyota,Prius,1.0,Hybrid,2001,105591,6130
BMW,M5,4.0,Petrol,2003,193788,10915
Ford,Fiesta,1.0,Petrol,2011,56641,9273
Ford,Mondeo,1.8,Diesel,1987,235369,908
Toyota,Yaris,1.0,Petrol,1997,165409,1872
VW,Passat,1.8,Diesel,2010,83902,15459
Toyota,Prius,1.0,Hybrid,1991,169035,1899
VW,Polo,1.2,Petrol,2013,71415,10814
Toyota,Yaris,1.2,Hybrid,1989,227527,838
BMW,Z4,2.0,Petrol,2014,39138,28558
Toyota,Yaris,1.0,Petrol,2001,146934,2847
BMW,X3,3.0,Petrol,2001,135415,7852
VW,Golf,1.8,Hybrid,2002,19024,12474
BMW,Z4,2.2,Petrol,2007,105271,12046
Ford,Mondeo,1.8,Diesel,1999,75726,7435
Toyota,RAV4,1.8,Petrol,2013,58727,24817
Ford,Mondeo,1.8,Hybrid,2017,41888,35068
Toyota,RAV4,2.2,Petrol,1990,160790,2765
VW,Passat,2.0,Diesel,2012,80368,19082
VW,Polo,2.0,Petrol,1994,185594,1617
Toyota,Prius,1.8,Hybrid,2010,57379,20924
Ford,Fiesta,1.0,Petrol,2017,25551,16676
Toyota,Yaris,1.2,Hybrid,2005,79088,8152
Ford,Fiesta,1.4,Petrol,1993,272926,559
Ford,Focus,1.4,Petrol,1998,109616,4626
Porsche,Cayenne,3.0,Petrol,2009,93313,25112
Porsche,718 Cayman,4.0,Petrol,2017,24148,65057
BMW,M5,5.0,Petrol,2006,92686,33576
VW,Golf,1.4,Petrol,2015,45425,18714
Toyota,Prius,1.4,Hybrid,2009,97634,13108
Ford,Fiesta,1.2,Petrol,2009,80647,7578
Toyota,Prius,1.4,Hybrid,1995,162167,3107
Porsche,718 Cayman,2.0,Petrol,1996,97814,7046
Toyota,RAV4,1.8,Hybrid,2017,34513,45118
Porsche,718 Cayman,2.4,Petrol,1997,128795,6528
Toyota,RAV4,2.0,Hybrid,1996,143250,5451
VW,Polo,2.0,Petrol,1996,199260,1640
VW,Polo,2.0,Petrol,2012,63997,13719
Toyota,Prius,1.4,Hybrid,2005,88128,10747
Ford,Focus,1.8,Hybrid,2012,62627,22263
Toyota,Yaris,1.4,Hybrid,2006,102610,7960
BMW,M5,4.0,Petrol,1990,212562,3886
Toyota,Yaris,1.0,Petrol,2016,30342,17578
Ford,Mondeo,1.8,Petrol,2010,87907,13549
Toyota,Prius,1.0,Hybrid,1998,193375,2456
VW,Polo,1.4,Petrol,1997,175859,1797
VW,Polo,1.6,Petrol,2011,94605,9299
Toyota,Yaris,1.0,Hybrid,2004,64355,7686
Toyota,Yaris,1.4,Petrol,2017,43650,20550
Toyota,Prius,1.8,Hybrid,2006,69036,14852
VW,Polo,1.2,Petrol,2004,119890,4183
Ford,Mondeo,1.6,Diesel,1996,219710,1798
Ford,Mondeo,1.4,Diesel,2013,60895,18403
VW,Polo,1.6,Petrol,1994,91997,3050
Toyota,Yaris,1.0,Hybrid,2017,30298,22553
Ford,Fiesta,1.0,Petrol,2004,125000,3576
Toyota,Prius,1.0,Hybrid,1999,89749,6019
Toyota,Yaris,1.0,Hybrid,2005,103832,6237
Ford,Focus,1.6,Diesel,2020,8689,42985
Ford,Mondeo,1.4,Diesel,2021,12279,41792
VW,Polo,1.6,Diesel,2017,41941,20658
Toyota,RAV4,2.2,Hybrid,2008,96033,18278
Toyota,RAV4,2.0,Hybrid,2010,81493,22074
Toyota,Prius,1.4,Hybrid,1992,76270,4905
Ford,Mondeo,2.0,Diesel,2005,55621,13348
VW,Polo,1.6,Petrol,1991,236714,751
VW,Passat,1.8,Diesel,2020,15002,46160
VW,Polo,1.4,Petrol,2014,95153,10582
Toyota,Yaris,1.0,Hybrid,2011,46520,13727
Porsche,718 Cayman,4.0,Petrol,2007,143175,14640
VW,Golf,1.4,Hybrid,2019,22925,33441
Toyota,Yaris,1.0,Petrol,2001,160717,2542
Ford,Focus,2.0,Diesel,2008,91159,12943
VW,Polo,1.6,Petrol,2000,186967,2133
BMW,Z4,3.0,Petrol,2015,43469,36426
Ford,Focus,2.0,Petrol,2002,69745,9580
VW,Polo,2.0,Petrol,2013,36905,17362
Ford,Focus,1.0,Petrol,2003,71124,7174
Toyota,Prius,1.0,Hybrid,2019,24614,34601
VW,Passat,1.8,Diesel,2015,42291,28302
BMW,Z4,2.2,Petrol,2019,17598,47266
Porsche,Cayenne,4.0,Petrol,2011,106225,30150
BMW,Z4,2.4,Petrol,2013,59880,25728
BMW,Z4,2.0,Petrol,1999,202794,3029
VW,Passat,1.6,Diesel,2005,141650,6756
Toyota,Prius,1.0,Hybrid,1996,167660,2681
VW,Golf,1.2,Diesel,1997,95040,3933
Ford,Fiesta,1.0,Petrol,2015,66540,11353
Toyota,Prius,1.8,Hybrid,2002,122541,7731
Toyota,Yaris,1.4,Hybrid,2018,48361,25609
Ford,Focus,1.6,Diesel,2005,127499,7221
Toyota,RAV4,1.8,Hybrid,1996,267382,1732
BMW,Z4,3.0,Petrol,2007,105226,14071
Toyota,Prius,1.4,Hybrid,2015,46360,27595
Porsche,Cayenne,4.0,Diesel,2016,36411,70512
Toyota,Prius,1.4,Hybrid,1994,275424,1054
Toyota,Prius,1.0,Hybrid,2014,42292,22365
BMW,X3,2.4,Petrol,1991,83610,5313
BMW,Z4,2.0,Petrol,1988,218764,1261
Toyota,Yaris,1.2,Hybrid,2015,64016,17570
VW,Golf,1.4,Petrol,2001,104249,4939
BMW,M5,4.4,Petrol,2002,157939,14538
VW,Polo,2.0,Petrol,2005,97116,6843
VW,Passat,2.0,Diesel,2006,136387,8422
Toyota,Prius,1.0,Hybrid,1991,118082,2864
Toyota,Prius,1.4,Hybrid,2020,13834,46426
Toyota,Yaris,1.4,Hybrid,1991,130735,2363
Toyota,RAV4,2.4,Petrol,2020,31200,54058
Toyota,Yaris,1.2,Petrol,2015,72005,13885
Ford,Focus,1.6,Petrol,1999,150707,3828
VW,Passat,2.0,Petrol,1995,177237,2748
Toyota,Prius,1.8,Hybrid,2001,172855,4804
Ford,Mondeo,1.6,Diesel,1992,146845,2577
BMW,Z4,3.0,Petrol,1993,169132,3327
Ford,Focus,1.6,Petrol,1992,157425,2271
VW,Passat,1.4,Diesel,1991,171040,1949
VW,Polo,1.0,Petrol,1996,144923,1838
Porsche,718 Cayman,2.0,Petrol,1986,119688,3071
Ford,Mondeo,2.0,Diesel,2008,55291,16337
Toyota,Prius,1.4,Hybrid,1995,178122,2715
VW,Passat,2.0,Diesel,2018,38182,37347
Toyota,Prius,1.4,Hybrid,1993,164130,2675
Toyota,Prius,1.0,Hybrid,2008,106502,9709
Toyota,Yaris,1.2,Hybrid,2015,31581,21463
VW,Polo,2.0,Petrol,1993,322395,428
VW,Passat,1.8,Diesel,1996,168385,3154
VW,Golf,1.2,Diesel,2003,144303,4021
VW,Passat,1.6,Petrol,2004,122001,7029
VW,Passat,1.4,Diesel,1999,141582,4238
VW,Golf,1.4,Petrol,2009,88482,9438
Ford,Mondeo,1.8,Diesel,2002,117937,6690
Toyota,Prius,1.4,Hybrid,1992,114153,3733
Ford,Mondeo,2.0,Diesel,1990,261856,915
Porsche,911,2.6,Petrol,2001,76585,22971
